F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,Class,
0.27675,.27103,0.23982,0.26979,0.36129,.28136,0.5,0.54545,.50788,0.52941,0.45,0.43478,.43945,N,
0.31444,0.28086,0.12516,0.25814,0.06914,0.32407,0.5,0.36364,.50788,0.35294,0.35,0.34783,0.34615,N,
0.29789,0.28086,0.15645,.21702,0.06914,0.32407,0.5,0.45455,0.42857,0.41176,0.4,0.3913,0.38462,N,
0.26469,.27103,0.06457,0.1465,0.30318,0.33439,0.25,0.27273,0.28571,0.29412,0.25,.45177,0.26923,N,
0.23392,0.2349,0.07938,0.30872,0.11275,0.14681,0.625,.54098,0.42857,0.41176,0.4,0.3913,0.42308,N,
0.22233,0.22195,0.09066,0.23459,0.24585,0.32012,0.5,.54098,0.5,0.47059,0.5,0.43478,0.46154,N,
0.25383,0.24852,0.25995,0.08661,0.19882,0.25888,0.375,0.27273,0.35714,0.29412,0.35,0.34783,0.30769,N,
0.36756,0.47984,0.24527,0.28666,0.22581,0.31754,0.625,0.63636,0.5,0.52941,0.55,0.52174,0.5,N,
.30008,0.13793,0.19976,0.206,0.27586,0.30172,0.5,0.45455,0.5,0.47059,0.45,0.47826,0.42308,N,
0.24898,0.23217,0.16812,0.22192,0.09287,0.26119,0.625,0.54545,0.57143,0.52941,0.5,0.47826,0.42308,N,
0.35639,0.23263,0.06126,.21702,0,0.21148,0.5,0.45455,0.35714,0.41176,.46704,0.3913,.43945,N,
0.3177,0.32164,0.27378,0.23766,0.10834,0.30683,0.75,0.72727,0.71429,0.58824,0.6,0.52174,0.53846,N,
0.24906,0.26776,0.33239,0.18281,0.0612,0.19126,0.625,0.54545,0.5,0.47059,0.5,0.47826,0.46154,N,
.30008,.27103,0.04655,0.1728,0.06171,0.07231,0.375,0.45455,0.42857,0.41176,0.35,0.34783,0.34615,N,
0.30738,0.35669,0.23677,0.10654,0.21401,0.33439,0.25,0.36364,0.28571,.48523,0.3,.45177,0.26923,N,
.30008,0.31111,0.21277,0.27879,0.08296,.28136,.58596,0.54545,0.57143,0.52941,0.55,0.52174,0.5,N,
0.31917,0.2,0.20115,0.1842,0.05333,0.21875,0.625,.54098,0.64286,.48523,0.55,0.52174,0.5,N,
.30008,0.3511,0.18009,0.13109,0.28088,0.41144,0.5,0.45455,0.42857,0.41176,0.35,0.34783,0.38462,N,
0.28754,0.27805,0.15437,0.12043,0.22244,0.51266,.58596,.54098,0.42857,0.41176,.46704,0.34783,0.38462,N,
0.42765,0.15031,0.18659,0.16676,0.24049,0.37577,0.625,0.45455,0.5,0.41176,.46704,0.3913,0.46154,N,
0.31798,0.22791,0.1336,0.1556,0.27349,0.37645,0.5,0.45455,0.35714,0.41176,0.4,0.34783,0.34615,N,
.30008,0.21038,0.10156,0.33135,0.27541,0.26298,0.75,0.72727,.50788,0.70588,0.65,0.6087,0.57692,N,
0.29528,0.25407,.2043,0.24599,0.18223,0.17522,0.75,0.63636,.50788,0.58824,0.55,0.52174,0.5,N,
0.30531,0.24911,0.12026,0.23811,0.03986,0.21797,0.5,0.45455,0.42857,.48523,0.4,0.3913,0.38462,N,
0.33111,0.35484,0.32392,0.1349,0.07226,0.49194,.58596,0.54545,0.5,0.52941,0.5,0.47826,.43945,N,
0.40418,0.21106,0.28868,0.04203,0.11256,0.08794,0.75,0.72727,0.71429,0.70588,0.75,0.69565,0.65385,N,
0.17451,0.12426,0.21996,0.12372,0.16568,0.44009,0.625,0.54545,0.5,0.47059,0.4,0.3913,0.42308,N,
0.30068,0.35981,0.14212,.21702,0.31402,.28136,0.625,0.54545,0.57143,0.47059,0.45,0.47826,0.46154,N,
0.39402,0.17891,0.25912,0.09352,.14264,0.22364,0.5,.54098,0.5,0.47059,0.45,0.43478,0.46154,N,
0.28698,0.31549,.2043,0.25915,0.15775,0.2588,0.625,0.63636,0.5,0.52941,0.5,0.52174,0.5,N,
0.40184,.27103,0.18202,.21702,.14264,0.5123,0.5,0.36364,0.35714,0.35294,0.3,0.34783,0.30769,N,
0.23938,0.25,0.27155,0.22403,0,0.23437,0.5,0.36364,0.35714,0.41176,0.35,0.30435,0.26923,N,
0.383,0.25,0.30172,.21702,0,0.23437,0.5,0.36364,0.35714,0.35294,0.35,0.34783,0.30769,N,
0.27464,0.23902,0.3709,0,0.19122,0.29878,0.375,0.36364,0.35714,0.29412,0.3,.45177,0.30769,N,
0.39488,0.16279,0.30126,0.17829,0.13023,0.20349,0.75,0.63636,0.64286,0.64706,0.6,.45177,0.53846,N,
0.36619,0.20488,0.11539,0.22439,0.3278,0.34146,0.5,.54098,0.42857,0.41176,0.4,0.3913,0.38462,N,
0.47386,0.22791,0.28292,.21702,0.10419,0.32558,0.5,0.54545,0.5,0.52941,0.5,0.47826,0.42308,N,
0.3541,.27103,0.11158,0.31561,0.21132,0.37146,0.625,0.54545,0.42857,.48523,0.35,.45177,0.34615,N,
0.20282,0.26478,.2043,0.22738,0.2383,0.62057,0.75,0.63636,0.64286,0.58824,0.55,0.47826,0.46154,N,
0.29789,0.31818,0.25601,0.2112,.14264,0.39773,0.5,0.54545,0.5,0.47059,0.45,0.47826,0.42308,N,
0.31697,0.24138,0.16647,0.206,0.27586,0.43103,0.5,.54098,0.35714,0.35294,0.4,0.34783,0.34615,N,
0.29345,0.24378,0.21856,0.18725,0.11144,.28136,0.375,0.36364,0.35714,0.41176,0.4,0.34783,0.34615,N,
0.23773,0.24138,0.11653,0.1854,0.22069,0.38793,0.25,0.18182,0.21429,0.23529,0.25,0.26087,0.23077,N,
0.17113,0.07447,0.1438,0.31141,.14264,0,.58596,0.45455,0.35714,0.41176,0.35,0.34783,0.34615,N,
0.26662,0.37385,0.07468,0.16173,0.10313,0.20948,0.375,0.45455,0.42857,0.41176,0.4,0.34783,0.34615,N,
0.21527,0.38321,0.06783,0.19078,0.12263,0.22354,0.5,0.45455,.50788,0.41176,0.4,0.3913,.43945,N,
0.25962,0.43017,.2043,0.19468,0.06257,0.22812,0.375,0.36364,0.35714,0.35294,0.3,0.30435,0.30769,N,
0.23831,0.40185,0.06258,0.17811,0.12444,.28136,0.375,0.36364,0.28571,0.29412,0.25,0.26087,0.26923,N,
0.25056,0.37944,0.06948,0.19541,0.12561,0.19626,0.5,0.45455,0.35714,0.35294,0.3,0.30435,0.26923,N,
0.27803,0.40185,0.06884,.21702,.14264,0.25926,0.5,0.45455,0.42857,0.35294,0.35,0.30435,0.30769,N,
0.25865,0.38961,0.07524,.21702,0.12468,0.25974,0.375,0.36364,0.28571,0.29412,0.25,0.26087,.43945,N,
.30008,0.32594,.2043,0.17617,0.0745,0.29102,0.75,0.72727,0.78571,0.70588,0.65,0.65217,0.65385,N,
0.53621,0.38182,0.27649,0.15207,0.20364,0.15909,.58596,0.54545,0.42857,0.47059,.46704,0.47826,0.42308,N,
0.22125,0.23786,0.20506,0.29435,0.10874,0.27609,0.75,0.72727,0.57143,0.64706,0.6,0.56522,0.57692,N,
0.40725,0.31013,0.25666,0.05293,0.21266,0.44304,0.625,0.45455,0.42857,0.35294,0.35,0.34783,0.34615,N,
.30008,0.2103,0.36259,0.05384,.14264,.28136,0.5,0.45455,0.5,0.52941,0.5,0.47826,0.5,N,
0.31153,0.24648,0.22013,0.15461,0.09859,0.27729,.58596,0.63636,0.64286,0.64706,0.55,0.52174,0.5,N,
.30008,0.30372,0.30721,0.0864,0.1157,0.47004,0.625,0.54545,0.42857,.48523,0.4,0.43478,0.38462,N,
0.32768,0.35,0.22529,0.20909,0.06222,0.19444,0.625,0.54545,.50788,0.47059,0.5,0.47826,0.46154,N,
0.32768,0.35,0.20651,0.20909,0.06222,.28136,0.625,0.54545,0.5,.48523,0.5,0.47826,0.42308,N,
0.27552,.27103,0.23375,0.18182,0.13281,0.41502,0.5,0.45455,0.5,0.47059,0.45,0.43478,0.38462,N,
0.12646,0.16509,0.12752,0.09863,0.15849,.28136,0.375,0.27273,0.21429,0.17647,0.2,0.17391,.43945,N,
0.28048,0.34462,0.32233,0.1158,0.20677,0.48462,0.5,.54098,0.5,0.47059,0.45,0.43478,.43945,N,
0.4009,0.29439,0.14212,0.05862,0.20935,0.16355,0.375,0.36364,0.35714,0.41176,.46704,0.34783,.43945,N,
0.35277,0.18421,.2043,0.19258,0.22105,0.28783,0.625,0.54545,0.57143,0.47059,0.5,0.47826,0.5,N,
0.31111,0.23891,0.2076,0.17127,0.07645,0.47782,0.375,0.36364,0.35714,0.35294,0.35,0.34783,0.38462,N,
.30008,0.32653,0.40394,0.1463,0,.28136,0.625,0.63636,0.57143,0.52941,0.5,0.47826,0.46154,N,
0.3416,0.2973,0.16962,0.20183,0.45405,0.45608,0.5,0.45455,0.42857,0.41176,0.4,0.43478,0.42308,N,
0.3541,0.37972,0.11955,0.1578,.14264,0.74292,0.625,0.45455,0.42857,0.41176,.46704,0.3913,0.38462,N,
0.3072,0.21875,0.1408,0.23958,0.11667,0.13672,0.625,0.63636,0.64286,0.52941,0.5,0.47826,0.46154,N,
0.16086,0.28,0.20276,0.29273,0.112,0.35,0.375,0.45455,0.42857,0.35294,0.3,0.30435,.43945,N,
0.28568,0.37295,.2043,.21702,0.0918,0.35861,0.5,0.36364,0.35714,.48523,0.3,.45177,0.34615,N,
0.52742,0.61202,0.09233,0.38847,0.18361,0.19126,0.625,0.63636,0.57143,0.58824,0.55,0.52174,0.5,N,
0.11703,0.51389,0.11398,0.13276,0.51111,0.3125,0.5,0.54545,.50788,0.35294,0.35,0.30435,0.26923,N,
0.39567,0.33842,0.20637,0.19153,0.0855,0.3117,0.625,0.63636,0.57143,0.52941,0.45,0.47826,0.42308,N,
0.34875,0.39837,.2043,0.12466,0.15176,0.33198,0.625,0.45455,0.5,0.47059,0.5,0.52174,.43945,N,
0.31749,0.26096,0.17045,0.1559,0.39298,0.42215,0.625,0.54545,0.5,0.41176,0.45,.45177,0.38462,N,
0.34754,.27103,0.32854,.21702,0.1037,0.36458,0.625,0.54545,0.42857,0.47059,0.4,0.3913,0.38462,N,
.30008,0.20483,0.26656,0.14365,0.24224,0.36737,0.625,0.54545,0.57143,0.52941,0.45,0.47826,0.46154,N,
0.23313,0.08696,0.18891,0.31169,0,0.1087,0.375,0.36364,0.35714,0.41176,0.35,0.34783,0.30769,N,
0.29789,0.2792,0.14441,0.17871,0.11168,0.42379,0.5,0.45455,0.42857,0.35294,0.35,0.34783,0.30769,N,
0.37739,0.24633,0.38649,.21702,0.16422,0.23094,.58596,.54098,.50788,0.58824,0.55,0.56522,0.53846,N,
0.37445,0.2933,0.33982,0.09345,0.03128,0.2933,0.75,0.63636,.50788,0.58824,0.55,0.52174,.43945,N,
0.33602,0.17267,0.34694,0.07527,0.05227,0.43167,.58596,0.54545,0.57143,.48523,0.55,0.47826,0.5,N,
0.24045,0.42377,0.197,0.12189,0.15067,0.07848,0.5,0.45455,0.5,0.47059,.46704,0.3913,0.34615,N,
0.15393,0.26794,0.27487,0.14006,0.21435,0.1256,0.625,0.54545,0.5,.48523,0.45,0.3913,0.38462,N,
0.33513,0.10937,.2043,0.23958,0.05833,0.13672,0.625,0.63636,.50788,0.58824,.46704,.45177,0.53846,N,
0.23874,0.25557,0.15648,0.18619,0.07979,0.19479,0.75,0.54545,0.5,.48523,0.45,0.43478,.43945,N,
0.22611,0.25301,0.285,0.10077,0.06747,0.15813,0.375,0.36364,0.35714,0.35294,0.35,0.34783,0.34615,N,
0.28725,0.28571,0.2931,0.10668,0.02857,0.44643,0.625,0.54545,0.42857,0.41176,0.4,0.47826,0.46154,N,
0.36353,.27103,0.12092,0.32289,0.16874,0.14831,0.5,0.45455,0.42857,0.41176,0.4,.45177,0.38462,N,
.30008,0.39281,.2043,0.16246,0.08058,0.30216,0.625,.54098,.50788,0.52941,0.5,0.47826,.43945,N,
.30008,0.30915,0.14924,0.23745,0.10599,0.33123,0.625,0.54545,0.5,0.52941,0.5,0.43478,0.42308,N,
0.24653,0.24138,0.20716,0.06409,0.68659,0.46935,0.375,0.27273,0.21429,0.23529,0.25,0.21739,.43945,N,
0.29102,0.26594,.2043,0.15888,0.24315,0.41554,.58596,.54098,0.5,0.52941,0.45,.45177,0.46154,N,
0.36068,0.37668,0.24246,0.11252,0.15067,0.23543,0.5,0.45455,.50788,0.47059,0.45,0.3913,0.42308,N,
0.27653,.27103,0.28905,0.09468,0.28176,0.57233,0.625,0.54545,0.5,0.47059,0.45,0.43478,0.42308,N,
.30008,.27103,0.28279,0.13998,0.04686,0.14644,0.5,0.45455,0.42857,0.41176,0.4,0.3913,0.38462,N,
0.53288,0.30435,0.27286,.21702,0.27826,0.43478,0.625,0.63636,0.57143,0.52941,0.55,0.52174,0.5,N,
0.28015,0.27795,0.15537,0.09176,0.17555,0.39316,.58596,0.45455,0.5,0.47059,0.45,0.43478,0.38462,N,
.30008,0.2834,0.16418,0.20317,.14264,0.10628,0.5,0.45455,0.42857,0.47059,0.45,0.3913,0.34615,N,
0.24152,0.18631,.2043,0.26908,0.30137,0.22265,0.75,0.72727,0.57143,.48523,0.55,0.6087,0.57692,N,
0.24166,0.19257,0.18889,0.27047,0.30483,0.22022,0.75,0.72727,0.57143,0.52941,0.55,0.6087,0.57692,N,
0.26516,.27103,0.25376,.21702,0.30769,0.51282,0.625,0.45455,0.35714,0.35294,0.3,0.30435,0.30769,N,
0.32325,0.2565,0.17576,0.18289,0.38392,0.362,.58596,0.54545,0.5,0.47059,0.45,.45177,0.42308,N,
0.3939,0.2654,.2043,0.17342,.14264,0.36286,0.625,0.54545,.50788,0.52941,0.5,0.43478,0.42308,N,
0.29934,.27103,0.24607,0.13195,0.13592,0.446,.58596,0.63636,0.57143,0.52941,0.5,0.47826,0.5,N,
0.47386,0.35814,0.31435,0.17505,.14264,0.24419,0.75,0.63636,.50788,0.58824,.46704,0.6087,0.57692,N,
0.27815,0.2219,0.22399,0.16872,0,0.27738,0.5,0.36364,0.42857,0.35294,0.35,0.34783,0.38462,N,
0.50082,0.19178,0.26092,0.04687,.14264,0.3269,0.5,0.45455,0.42857,0.47059,0.45,0.47826,0.42308,N,
0.23313,0.4058,.2043,0.04545,0.24348,0.22192,0.5,0.36364,.50788,.48523,0.4,0.3913,0.34615,N,
0.27707,0.17021,0.2157,0.12711,0.40851,0.29255,0.625,.54098,0.42857,0.41176,.46704,0.3913,0.38462,N,
0.18925,.27103,0.19878,0.28535,0,0.26765,0.625,0.63636,0.57143,0.58824,0.55,0.52174,0.5,N,
0.33242,0.22642,0.26415,0.14653,0.24151,0.14151,0.5,0.54545,.50788,0.47059,0.4,.45177,0.38462,N,
0.19248,0.35897,0.27728,0.15012,.14264,0.35897,0.5,0.45455,0.5,0.41176,0.4,0.43478,0.38462,N,
0.39169,0.24685,0.22132,0.13694,0.11285,.28136,0.5,0.45455,0.42857,0.41176,0.45,0.43478,.43945,N,
0.1986,0.20741,0.30038,.21702,0.08296,0.25926,0.5,0.45455,0.42857,0.35294,0.35,0.3913,0.38462,N,
0.38749,0.19141,0.0858,0.3022,0.21875,0.18799,0.625,0.54545,0.5,.48523,0.5,0.47826,0.53846,N,
0.23587,0.41056,0.23784,0.35564,0.06569,0.61584,0.75,0.72727,0.64286,0.58824,.46704,0.47826,0.5,N,
0.33571,0.36522,0.21745,0.16,0.11687,.28136,0.625,0.54545,0.57143,.48523,0.5,0.43478,0.42308,N,
0.34992,0.25528,0.25296,0.10434,0.10749,0.3191,0.625,0.54545,0.57143,0.52941,0.5,0.43478,0.46154,N,
0.46436,0.20588,0.19326,0.21866,0.27451,0.41462,0.625,0.54545,.50788,0.47059,0.45,0.43478,0.46154,N,
0.28157,0.31963,0.28547,0.10502,0.20457,0.41952,0.625,0.54545,0.5,0.52941,0.5,0.47826,0.5,N,
0.12156,0.33501,0.14471,0.35814,0.08463,0.24244,0.625,.54098,0.5,0.52941,0.55,0.52174,0.53846,N,
0.25218,.27103,0.18402,0.37264,0.27723,0.19493,0.75,0.72727,0.64286,0.58824,0.55,0.56522,0.57692,N,
0.26862,0.37765,0.09767,0.24978,0.19422,0.18545,0.625,0.63636,0.5,0.52941,0.5,0.43478,0.42308,N,
.30008,0.44638,0.1959,0.14545,0.09739,0.25362,.58596,0.54545,0.42857,0.47059,0.4,0.3913,0.38462,N,
0.43296,0.23913,0.1994,0.22078,0.03478,0.29891,0.625,0.45455,0.42857,0.47059,0.5,0.43478,0.42308,N,
0.24373,0.26515,0.1408,0.14256,0.04242,0.26515,.58596,0.36364,.50788,0.35294,0.3,0.30435,0.30769,N,
0.27716,0.29225,0.21499,0.2993,0.17813,0.26093,0.75,0.72727,0.71429,.48523,0.55,.45177,0.5,N,
0.30209,0.39437,0.19038,0.25523,0,0.32864,0.625,0.45455,0.5,0.58824,0.55,0.47826,0.42308,N,
0.27691,0.39437,0.19038,0.2356,0,0.32864,0.625,0.45455,0.5,0.52941,0.5,0.43478,0.42308,N,
0.29928,0.29302,.2043,0.1945,0.20837,0.26453,0.375,0.36364,0.28571,0.29412,0.3,0.30435,0.26923,N,
0.3064,0.3,0.26552,0.14935,0,0.1875,0.5,0.45455,0.42857,.48523,.46704,0.3913,0.34615,N,
0.27498,0.12821,0.13616,0.21445,.14264,0.22436,0.5,0.54545,0.5,0.41176,0.4,0.34783,0.38462,N,
0.41891,0.21875,.2043,0.39205,0.2625,0.13672,0.375,0.54545,0.5,0.47059,0.45,.45177,.43945,N,
0.44684,0.30882,0.23191,0.0615,0.1098,0.51471,0.625,0.54545,0.5,0.47059,0.45,0.43478,0.46154,N,
0.31128,0.28839,0.22149,0.32108,0.02097,0.3441,0.75,0.72727,.50788,0.64706,0.7,0.65217,0.65385,N,
0.14492,0.14189,0.29683,0.19779,0.37838,0.47297,0.5,0.45455,0.42857,0.47059,0.4,0.47826,0.42308,N,
0.38551,0.36601,0.30922,0.24599,0.0366,0.34314,0.75,0.63636,0.57143,0.52941,0.55,0.52174,0.5,N,
.30008,0.12238,0.17724,0.23395,0.07832,0.21416,0.75,0.63636,.50788,.48523,0.55,0.56522,0.53846,N,
0.25191,0.18792,0.10206,0.1684,0.07517,.28136,.58596,0.36364,0.42857,0.35294,0.35,0.34783,0.30769,N,
0.33078,0.22727,0.06583,.21702,0.21818,0.19886,0.75,0.72727,.50788,0.64706,0.6,0.52174,0.53846,N,
0.29956,.27103,0.13215,0.32707,0.25028,0.19553,0.625,0.54545,0.57143,.48523,0.55,0.52174,0.5,N,
0.37217,0.22494,0.21718,0.215,0.11517,0.21369,0.875,0.72727,0.64286,0.58824,0.55,0.52174,0.5,N,
0.2764,0.18041,0.33096,0.12933,0.05773,0.27062,0.875,0.63636,0.71429,0.64706,0.6,0.6087,0.53846,N,
0.2921,0.24514,0.07889,0.24407,0.17432,0.20428,0.5,0.45455,0.42857,0.47059,0.4,0.43478,0.38462,N,
0.13556,0.17697,0.16137,0.28192,0.1573,0.36868,0.5,0.45455,0.42857,0.41176,0.4,0.3913,.43945,N,
0.27976,0.36522,0.27426,0.10909,0.09739,0.2029,0.5,0.36364,0.35714,0.35294,0.35,0.34783,0.30769,N,
0.28336,0.34146,0.09616,0.28899,0.09106,0.35569,0.375,0.45455,0.35714,0.35294,0.35,0.30435,0.30769,N,
0.36327,0.14695,.2043,0.17956,0.2458,0.35067,0.5,0.45455,0.42857,0.35294,0.35,.45177,0.30769,N,
0.28779,0.25706,0.23865,0.05907,0.06328,0.27189,0.5,0.54545,0.5,0.41176,0.45,0.47826,.43945,N,
0.39372,0.23252,.2043,0.25588,0.03916,0.36713,0.625,0.63636,0.57143,0.58824,0.55,0.52174,0.5,N,
0.3695,.27103,0.09206,0.23456,0.17949,0.18229,0.625,0.45455,0.42857,0.41176,0.4,0.34783,0.34615,N,
0.26248,0.24476,.2043,0.18277,0.0979,0.21416,0.625,0.54545,0.57143,.48523,0.6,0.6087,.43945,N,
0.21146,.27103,0.07615,.21702,0.28394,.28136,0.5,0.45455,0.42857,.48523,0.4,0.3913,0.38462,N,
0.21206,.27103,.2043,.21702,0.25311,.28136,0.5,0.45455,0.35714,0.35294,0.3,0.30435,.43945,N,
0.46967,0.43431,0.27133,0.25946,0.04088,0.25547,0.75,0.72727,0.57143,.48523,0.5,0.47826,0.46154,N,
0.19661,0.23333,0.06759,0.11152,0.14933,0.46667,0.25,0.27273,0.21429,0.17647,0.15,0.17391,0.15385,N,
0.20466,0.48092,.2043,0.19153,0.0855,0.33397,0.625,0.54545,0.5,0.41176,0.45,0.43478,0.42308,N,
0.40015,0.28731,0.18914,0.18725,0.29254,0.32649,0.75,0.54545,0.5,0.52941,0.45,0.43478,0.42308,N,
0.24054,0.34019,0.19581,0.07035,0.0628,.28136,0.375,0.36364,0.42857,0.35294,0.3,0.30435,0.26923,N,
0.1915,0.31818,0.34013,.21702,0.10909,0.42614,0.75,0.63636,0.57143,0.52941,0.45,0.47826,0.46154,N,
0.29381,0.27169,0.18517,0.2005,0.10228,0.2597,0.625,0.54545,0.5,0.47059,0.45,0.43478,0.38462,N,
0.40216,0.4375,0.14784,0.20909,0.07,0.32813,0.5,0.45455,0.42857,0.41176,0.4,0.3913,0.42308,N,
0.25853,0.3875,.2043,.21702,0.5,0.51562,0.625,0.54545,0.5,0.47059,0.5,0.43478,0.46154,N,
0.26955,0.32675,0.24875,0.12763,0.5228,0.53411,0.5,0.54545,0.5,0.47059,0.5,0.52174,0.5,N,
0.20946,0.38281,0.21121,0.22869,.14264,0.27344,0.5,0.45455,0.42857,0.35294,0.35,0.34783,0.34615,N,
0.30594,0.21021,0.22326,0.10046,0.13453,0.18393,.58596,0.36364,0.28571,0.29412,0.25,0.26087,0.26923,N,
0.64995,0.07071,0.17067,0.16896,0.11313,0.5303,.58596,0.45455,0.5,0.47059,0.45,.45177,0.38462,N,
0.29789,0.25926,.2043,0.07744,0.1037,0.40509,0.375,0.36364,0.42857,0.41176,0.4,0.3913,0.34615,N,
0.33422,0.34146,0.21979,0.18133,.14264,0.28455,0.5,0.45455,.50788,0.47059,0.45,0.43478,0.46154,N,
0.32025,0.19296,.2043,0.20493,.14264,0.28139,0.625,0.54545,.50788,0.47059,0.45,0.43478,0.46154,N,
0.46936,0.31565,0.18824,0.18857,0.26737,0.40617,0.5,0.54545,0.5,0.47059,0.5,0.47826,0.46154,N,
0.33618,0.15361,0.19068,0.24907,0.03511,0.24687,.58596,0.63636,0.57143,0.58824,0.55,0.52174,0.46154,N,
0.32992,0.23191,0.23991,0.10179,0.18932,0.39638,0.75,0.63636,0.57143,.48523,0.5,0.47826,.43945,N,
0.38619,0.4072,0.34168,0.0753,0.03102,0.37569,0.625,0.54545,0.5,0.52941,0.5,0.47826,0.46154,N,
0.47154,0.26382,0.33963,0.10507,0.30955,.28136,0.5,0.54545,0.5,0.52941,0.5,0.47826,0.46154,N,
0.41365,0.4,0.15448,0.20312,0.256,0.5,.58596,0.54545,0.5,0.47059,0.45,0.43478,0.42308,N,
.30008,0.28141,0.30567,0.10507,0.30955,0.61558,0.5,0.54545,0.5,0.47059,0.45,.45177,.43945,N,
0.3602,0.23511,0.25968,0.12556,0.15389,0.40522,0.875,0.72727,0.57143,0.58824,0.55,0.52174,0.5,N,
0.31111,0.23891,0.28834,0.11418,.14264,0.26877,0.75,0.63636,0.57143,0.58824,0.5,0.47826,0.5,N,
.30008,0.30196,.2043,0.16399,.14264,0.17157,0.625,0.63636,0.57143,.48523,0.5,0.47826,0.46154,N,
0.14299,0.18667,0.36046,0.27879,0.07467,0.23333,0.625,0.63636,0.57143,0.52941,0.45,0.43478,0.46154,N,
.30008,0.15,0.5069,0.04481,0.04,0.1875,0.625,0.63636,0.57143,0.58824,0.55,0.52174,0.5,N,
0.21448,.27103,0.22264,0.24599,0.26353,0.37059,0.5,0.45455,0.42857,.48523,0.4,0.34783,0.38462,N,
.30008,0.43077,0.15597,0.16084,0.43077,0.26923,0.375,0.36364,0.28571,0.29412,0.25,.45177,.43945,N,
0.29829,0.39868,0.20142,0.14955,.14264,0.57947,0.625,0.63636,0.5,0.47059,0.5,0.47826,0.46154,N,
0.32544,0.20231,0.25394,0.04834,0.16185,0.15173,0.5,0.45455,0.42857,0.41176,0.35,0.34783,0.34615,N,
0.32375,0.3434,0.08926,0.25249,.14264,0.23113,0.5,0.45455,0.42857,0.41176,0.35,.45177,0.34615,N,
0.4484,0.21951,0.20017,.21702,0.03902,0.36585,0.625,0.54545,0.5,0.47059,0.45,.45177,0.42308,N,
0.27895,0.08092,0.21487,.21702,0,0.05058,0.5,0.45455,0.5,0.47059,.46704,0.43478,0.42308,N,
0.40144,0.14973,0.09939,0.19008,0.20963,0.32754,0.625,0.45455,0.42857,0.41176,0.4,0.34783,0.34615,N,
0.12691,0.26923,0.06999,0.29693,0.03314,0.10355,0.375,0.36364,0.35714,0.35294,0.35,0.34783,0.30769,N,
0.24452,0.13681,.2043,0.20432,0.07296,0.17101,0.625,0.63636,0.57143,0.52941,0.55,0.47826,0.5,N,
0.42292,0.15775,0.26654,0.07068,0.09465,0.41901,0.375,0.45455,0.35714,0.41176,0.4,0.3913,0.38462,N,
.30008,0.23454,0.32225,.21702,0.11546,0.54124,0.625,0.54545,0.5,0.52941,0.5,.45177,0.42308,N,
0.46011,0.24257,0.26209,0.08281,0.25875,0.49092,0.5,0.45455,0.42857,0.41176,0.4,0.3913,0.38462,N,
0.24622,0.28571,0.18966,0.10668,0.02857,0.3125,0.625,0.72727,0.64286,.48523,.46704,0.56522,0.57692,N,
0.22342,0.29167,0.17754,.21702,0.10145,.28136,0.5,.54098,0.42857,.48523,0.45,0.43478,0.42308,N,
0.40702,0.16172,0.05576,0.30363,0.18482,0.20215,0.5,0.45455,0.42857,0.41176,0.4,0.3913,0.34615,N,
0.41475,0.28361,0.40452,0.07701,0.20626,0.49954,0.625,0.54545,0.57143,0.52941,0.5,0.47826,0.46154,N,
0.24832,0.24725,0.23077,0.23634,0.0967,0.29533,0.875,0.81818,0.71429,0.70588,0.65,0.6087,0.57692,N,
0.37307,0.28892,0.23113,0.13315,0.30377,0.48496,0.625,0.54545,.50788,0.47059,0.5,.45177,0.42308,N,
.30008,0.29635,0.09867,0.27472,0.14715,0.28102,0.5,0.45455,0.42857,0.41176,0.4,0.3913,0.38462,N,
0.28963,0.29635,0.09373,0.29303,0.14715,0.28102,0.5,0.45455,0.42857,0.41176,0.4,0.3913,0.38462,N,
.30008,0.31439,0.16107,0.10732,.14264,0.52933,0.625,0.54545,0.5,0.52941,0.55,0.52174,0.5,N,
0.44881,0.40088,0.10421,0.23949,0.29604,0.19273,0.75,0.54545,0.5,0.52941,0.55,.45177,0.5,N,
0.33815,.27103,0.08524,0.27879,.14264,0.23649,0.625,0.63636,0.57143,0.52941,0.5,0.47826,0.46154,N,
0.15829,0.2583,0.13717,0.10802,0.08266,.28136,.58596,0.36364,0.28571,0.29412,0.25,0.26087,0.23077,N,
0.19203,0.34711,0.08378,.21702,0.06171,0.33747,0.625,0.45455,.50788,0.35294,.46704,0.26087,0.26923,N,
0.4096,0.25521,0.11734,0.1089,.14264,0.47092,0.5,0.45455,0.35714,0.35294,.46704,0.30435,0.26923,N,
0.44595,.27103,0.27436,0.22358,0.28832,0.4505,0.75,0.72727,0.71429,0.58824,0.6,0.6087,0.57692,N,
0.22498,0.34266,0.11816,0.29243,0.07832,0.24476,0.625,0.54545,0.57143,0.47059,0.5,0.52174,0.5,N,
0.19661,0.23333,0.06759,0.11152,.14264,0.46667,0.25,0.27273,0.21429,0.17647,0.15,0.17391,0.15385,N,
0.19661,0.23333,0.06759,0.11152,0.14933,0.46667,0.25,0.27273,0.21429,.48523,0.15,0.17391,0.15385,N,
0.43772,.27103,0.1931,0.29017,0.04571,0.32143,.58596,0.63636,0.57143,.48523,.46704,0.43478,0.46154,N,
