F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,Class,
0.16391,0.42795,0.10822,0.20696,0.21194,0.2802,0.75,.54098,0.5,0.41176,0.4,0.3913,0.34615,N,
.30008,0.46085,0.06614,0.17114,0.47829,0.34253,0.5,0.45455,0.35714,0.35294,0.3,0.3913,.43945,N,
0.40316,0.07895,0.02541,0.31442,0.12632,0.32895,0.375,0.45455,0.42857,0.35294,0.3,0.30435,0.30769,N,
0.40735,0.19897,0.23926,0.12751,.14264,0.29845,.58596,0.54545,0.5,0.47059,.46704,0.43478,0.42308,N,
.30008,0.16716,0.17149,0.22469,0.1003,.28136,.58596,0.45455,0.42857,0.41176,0.4,0.3913,.43945,N,
0.30248,0.12564,0.23395,0.19301,0.08615,0.51603,0.875,0.81818,0.64286,0.58824,0.6,0.6087,0.57692,N,
.30008,0.20115,0.23306,0.16823,0.06437,.28136,0.5,0.45455,0.35714,0.35294,.46704,0.34783,0.34615,N,
0.38925,.27103,0.27034,0.14249,0.13274,0.47963,0.625,0.54545,0.57143,0.47059,0.45,0.43478,0.46154,N,
0.37206,.27103,.2043,.21702,0.38857,0.51786,0.5,0.54545,0.5,0.47059,0.5,0.47826,0.42308,N,
0.33413,.27103,0.26072,0.1365,0.13294,0.20772,0.375,0.36364,0.35714,0.35294,0.4,0.34783,0.34615,N,
0.27883,0.168,0.29738,0.21745,0.3136,0.42,0.625,0.54545,0.5,0.52941,0.5,0.47826,0.46154,N,
0.28157,0.33562,0.17745,0.28643,0.25571,0.21975,0.625,0.63636,0.57143,0.47059,0.5,0.43478,0.42308,N,
.30008,0.39701,0.05044,0.12483,0.03343,0.05224,0.375,0.27273,0.28571,0.23529,0.25,0.21739,0.26923,N,
0.23313,0.17391,0.29385,0.18182,0.27826,0.27174,.58596,0.54545,0.5,0.47059,0.45,0.43478,.43945,N,
0.28408,0.24724,0.23872,0.15693,0.17307,0.23179,0.625,.54098,0.57143,0.52941,0.5,0.52174,0.5,N,
0.35145,0.32772,0.06328,.21702,0.20974,0.29494,0.625,0.54545,0.5,0.41176,0.45,0.43478,0.46154,N,
0.24112,0.16488,0.17005,0.31341,0.17987,0.10305,0.625,0.54545,0.57143,0.52941,0.55,0.56522,0.53846,N,
0.11171,0.29167,0.49282,0.26136,0.23333,0.54688,0.25,0.27273,0.28571,0.29412,0.25,0.26087,0.23077,N,
0.33305,0.32609,0.2099,0.22078,0.2087,0.32609,0.625,0.63636,0.64286,.48523,0.6,0.56522,0.53846,N,
0.32172,0.322,0.12841,0.32618,0.224,.28136,0.625,.54098,0.57143,0.47059,0.45,0.47826,0.46154,N,
0.25979,0.30523,0.18665,0.1864,0.09767,0.33067,0.75,0.63636,.50788,0.47059,0.45,0.47826,0.46154,N,
0.08313,0.21705,0.07859,0.09725,0.34729,0.20349,.58596,0.09091,0.14286,0.11765,0.1,0.13043,0.11538,N,
0.26371,0.17213,0.1108,0.06855,0.36721,0.28689,0.375,.54098,0.35714,0.35294,.46704,0.30435,0.30769,N,
0.48019,0.10448,0.20175,0,0.16716,0.1306,0.5,.54098,.50788,0.52941,0.5,0.43478,0.46154,N,
0.40994,0.25688,0.09818,0.13748,0.10275,0.24083,0.75,0.72727,.50788,0.58824,0.55,0.52174,.43945,N,
0.10671,0.24378,0.06725,0.29127,0.22289,0.17413,0.5,0.54545,0.57143,0.52941,0.45,0.43478,0.42308,N,
0.16975,0.35196,0.15732,0.16353,0.31285,0.2933,.58596,0.54545,0.5,0.47059,0.45,0.3913,0.42308,N,
0.28507,0.21266,0.1711,0.34937,0.05671,0.17722,0.625,0.45455,0.42857,0.47059,0.45,0.43478,0.42308,N,
0.29865,0.19494,.2043,0.32819,0.02835,0.19937,0.5,0.54545,0.42857,0.41176,0.4,.45177,0.38462,N,
0.24857,0.25497,0.19023,0.18001,0.03709,0.28974,0.375,0.36364,.50788,0.35294,0.35,0.34783,0.34615,N,
0.32796,.27103,0.27903,0.19183,0.10275,0.37462,0.625,0.54545,0.5,0.47059,0.45,0.43478,0.42308,N,
0.24061,0.23932,0.25995,0.10723,0.02393,.28136,0.5,0.45455,0.42857,0.41176,0.4,0.3913,0.38462,N,
0.29432,0.36021,0.22606,0.20801,0.21132,0.42024,0.625,0.63636,0.57143,0.58824,0.6,0.6087,0.57692,N,
.30008,0.42424,.2043,0.23232,0.11313,0.44192,0.5,.54098,.50788,0.41176,0.45,0.43478,0.38462,N,
0.37065,0.41935,0.10901,.21702,0.10323,0.48387,0.625,0.54545,0.5,0.47059,.46704,.45177,0.38462,N,
.30008,0.44872,0.07221,0.26807,0.04786,0.44872,0.625,0.54545,0.5,0.52941,0.55,0.52174,0.5,N,
0.29491,0.22167,0.14644,0.20212,0.29867,0.29167,0.5,0.45455,0.42857,0.41176,0.4,0.3913,0.38462,N,
0.41385,0.37584,.2043,0.23856,0.15034,0.4698,0.625,0.45455,0.42857,0.41176,0.4,0.3913,0.38462,N,
0.29248,0.09545,0.19969,.21702,0.10182,0.23864,0.625,0.63636,0.57143,.48523,0.5,0.47826,0.46154,N,
0.28897,0.20958,0.14165,0.32553,0.03353,0.15719,0.625,0.54545,0.5,0.47059,0.45,0.47826,0.46154,N,
0.383,0.05556,0.34866,0.03319,.14264,0.27778,0.375,0.36364,.50788,0.41176,0.4,.45177,0.34615,N,
0.42853,.27103,0.27699,0.19709,0.0459,0.51998,0.875,0.81818,0.78571,0.82353,0.8,0.73913,.43945,N,
0.22459,0.29319,0,.21702,.14264,0.22906,0.375,.54098,0.35714,.48523,0.35,0.34783,0.38462,N,
0.47876,0.25,0.22126,.21702,0.46667,0.3125,0.5,.54098,0.42857,0.47059,.46704,0.43478,0.46154,N,
0.51979,0.42857,0.22414,0.25603,0.28571,.28136,.58596,0.45455,.50788,0.47059,0.45,0.3913,.43945,N,
0.57451,0,0,0.07468,0,0.3125,0.375,0.36364,0.28571,0.23529,0.25,0.26087,0.23077,N,
0.54996,0.26923,0.21662,0.05361,0.14359,0.5609,0.5,0.36364,0.35714,0.41176,0.4,0.34783,0.30769,N,
0.34041,0.2673,0.28551,0.10779,0.1978,0.33831,0.75,0.63636,0.57143,0.52941,0.45,0.47826,0.46154,N,
0.23027,0.51534,0.14512,0.19241,0.10307,0.40261,0.625,0.54545,0.57143,0.52941,0.5,0.52174,0.53846,N,
0.27165,0.40088,0.19353,0.1658,0.07401,0.30837,.58596,0.54545,0.5,0.47059,0.45,0.43478,0.46154,N,
0.34226,0.29787,0.20543,0.19066,0.2383,0.34574,0.75,.54098,0.71429,0.64706,.46704,0.56522,.43945,N,
0.22079,0.14412,0.20872,.21702,0.09882,0.23162,0.5,0.45455,0.5,.48523,0.45,0.43478,0.42308,N,
0.29418,0.34913,0.23596,0.22943,0.30723,0.45823,0.625,0.63636,0.57143,0.52941,0.5,0.43478,0.42308,N,
0.44684,0.31818,.2043,0.22176,0.1697,0.13258,.58596,0.54545,0.57143,0.47059,0.45,0.47826,0.42308,N,
0.31291,0.22281,.2043,0.19966,0.11883,0.37135,0.625,0.54545,0.5,0.41176,.46704,0.43478,0.42308,N,
0.15959,0.25,0.1408,0.19913,0.46667,0.05208,0.375,0.36364,0.28571,0.29412,0.3,0.26087,0.30769,N,
0.22817,0.25319,0.22289,0.18685,.14264,.28136,0.5,0.45455,0.5,0.47059,0.45,.45177,0.42308,N,
0.28766,0.13519,0.43148,0.26024,0.09614,0.12205,.58596,1,1,1,1,1,1,N,
0.31119,0.29687,0.24892,.21702,0.175,0.29297,0.375,0.45455,.50788,0.41176,0.4,0.3913,0.38462,N,
0.3309,0.27489,0.21802,0.18768,0.04712,0.23317,.58596,0.45455,0.5,0.52941,0.5,0.47826,0.42308,N,
0.26414,0.14943,0.12763,0.2472,0.05517,0.25862,0.5,0.54545,0.57143,.48523,0.5,0.47826,0.42308,N,
0.30746,0.41743,0.11626,0.13428,0.12844,0.60206,0.5,0.45455,0.35714,0.35294,0.35,0.34783,0.30769,N,
0.23991,0.28188,0.21924,0.14033,.14264,0.41107,0.625,0.45455,0.5,.48523,0.4,0.3913,0.38462,N,
0.31235,0.13592,0.16404,0.4872,0,0.08495,0.625,0.54545,0.5,0.52941,0.55,0.52174,0.5,N,
0.33044,0.29412,0.26504,0.16399,0.25098,0.31863,0.625,0.54545,0.57143,0.58824,0.55,0.47826,0.46154,N,
0.52704,0.23932,0.05777,0.37529,0.19145,0.22436,0.625,0.54545,0.5,0.52941,0.5,0.47826,0.46154,N,
.30008,0.15419,0.02977,0.31318,0.34537,0.07709,0.5,0.54545,0.42857,0.47059,0.45,0.43478,0.38462,N,
0.43796,0.20088,0.13428,.21702,0.0989,0.2511,0.75,0.63636,0.57143,0.58824,0.6,0.56522,0.53846,N,
0.43796,0.20088,0.13428,0.19386,0.0989,0.2511,0.75,0.63636,0.57143,.48523,0.6,0.56522,0.53846,N,
0.38373,0.32957,0.26729,0.11026,0.10546,0.34605,0.75,0.63636,0.64286,0.52941,0.5,0.52174,0.5,N,
0.21563,0.24397,.2043,0.11211,0.03003,0.21113,0.625,.54098,0.57143,0.47059,0.4,0.3913,0.38462,N,
0.30966,0.3617,0.23624,0.10169,0.10213,0.39894,0.625,0.54545,.50788,0.47059,0.4,0.3913,0.38462,N,
0.16756,.27103,0.18481,0.22869,0.20417,0.25065,0.75,0.63636,0.64286,0.64706,.46704,0.6087,0.57692,N,
0.36427,0.34239,0.20202,0.125,0.24348,0.19022,0.5,0.45455,0.42857,0.41176,0.4,0.43478,0.42308,N,
0.3468,0.22637,0.08406,0.27047,0.05572,0.1306,0.5,0.45455,0.35714,0.35294,0.35,0.3913,0.38462,N,
0.21665,0.25926,0.13654,0.15488,.14264,0.08838,0.375,0.36364,0.35714,0.29412,0.3,0.30435,0.30769,N,
0.23629,0.37966,0.22911,0.28351,.14264,0.14831,0.75,0.63636,0.57143,0.58824,0.55,0.52174,0.53846,N,
0.25757,0.55022,0.2066,0.09131,0.29345,0.42031,0.375,0.36364,.50788,0.29412,0.3,0.26087,0.23077,N,
0.28575,0.17555,0.05297,0.41949,0.31599,0.32915,0.625,0.63636,0.57143,.48523,0.5,0.47826,0.46154,N,
0.29789,0.17824,0.25032,.21702,.14264,0.24306,0.5,0.54545,0.5,0.47059,0.45,0.43478,0.42308,N,
0.35046,0.22876,0.254,0.21866,.14264,0.14297,0.875,0.72727,.50788,0.52941,0.55,0.52174,0.46154,N,
0.27669,0.2242,0.13229,0.29764,0.25907,0.37367,0.625,0.54545,0.57143,0.58824,0.55,0.56522,0.5,N,
0.26086,0.32162,0.2466,0.12432,0.09081,0.30743,0.5,0.54545,0.5,0.47059,0.4,0.43478,0.42308,N,
0.33604,0.32425,0.26703,.21702,0.09155,.28136,0.75,0.72727,0.71429,0.70588,0.65,0.65217,0.61538,N,
0.21111,.27103,0.11784,0.30105,0.11339,0.23622,0.5,0.54545,0.57143,0.52941,0.55,0.47826,0.5,N,
0.28522,0.17872,0.08628,0.23133,0.19064,0.18617,0.5,0.36364,0.42857,0.41176,0.35,0.3913,0.34615,N,
0.3698,0.29817,0.23306,0.12724,0.02272,0.28398,0.5,0.45455,0.42857,0.41176,.46704,0.3913,0.38462,N,
0.18265,0.44282,0.09867,0.07122,0.109,0.19161,0.5,0.45455,0.5,0.41176,0.4,0.43478,0.38462,N,
0.28594,0.31892,0.26419,0.1981,0.11307,0.26954,0.75,0.72727,0.64286,0.64706,0.6,0.6087,0.57692,N,
0.3103,0.53472,0.22685,0.31944,0.25926,.28136,0.625,0.54545,0.5,.48523,0.5,0.43478,.43945,N,
0.3629,0.22238,0.17737,0.27725,.14264,0.31423,0.625,0.63636,0.64286,0.58824,0.6,0.6087,0.57692,N,
.30008,0.33225,0.3208,0.10827,.14264,0.50027,0.875,0.63636,0.57143,0.58824,0.55,0.52174,0.46154,N,
0.32887,0.24267,0.17122,0.20073,0.11947,0.35,0.625,0.54545,0.5,0.41176,0.5,0.43478,0.42308,N,
.30008,0.12915,0.07482,0.30862,0.2893,0.32288,0.375,0.45455,0.35714,0.41176,0.4,0.34783,0.38462,N,
0.34403,0.24779,0.19439,0.28681,0.27257,0.13551,0.625,0.54545,0.5,0.52941,0.55,0.52174,0.46154,N,
0.33099,0.28086,0.09387,0.3743,0.20741,0.24306,0.625,0.54545,0.5,0.52941,0.55,0.47826,0.53846,N,
0.76601,0.3913,0.27286,0.1039,0,0.16304,0.75,0.72727,0.64286,0.58824,0.6,0.56522,0.57692,N,
0.73271,0.3913,0.27286,0.1039,0,0.16304,0.75,0.72727,0.64286,.48523,0.6,0.56522,0.57692,N,
0.30162,0.1875,0.22328,.21702,0.09,0.10547,1,1,0.85714,0.88235,0.9,0.86957,0.88462,N,
0.28997,0.19238,0.22019,0.32995,0.07943,0.1086,1,1,0.92857,0.88235,0.9,0.91304,0.88462,N,
0.27954,0.23223,0.27227,0.3171,0.10616,0.37322,0.625,0.54545,0.5,0.47059,0.45,0.47826,0.46154,N,
0.25817,.27103,.2043,0.20135,0.04148,0.4213,0.625,0.54545,0.42857,0.35294,0.4,0.3913,0.38462,N,
0.44326,0.448,0.18023,0.15612,0.14933,0.44333,0.625,0.54545,0.5,0.47059,0.4,.45177,0.42308,N,
0.25601,0.20424,0.11653,0.29949,.14264,0.2321,0.625,.54098,0.42857,0.41176,0.4,0.3913,0.38462,N,
0.26029,0.24919,0.29528,0.23007,0.03625,0.25485,0.625,0.63636,0.57143,0.58824,0.55,0.56522,0.53846,N,
.30008,0.29167,0.15645,.21702,0.15556,0.28356,0.75,0.63636,0.57143,0.52941,0.5,0.47826,0.46154,N,
0.33815,0.12613,0.24355,0.07535,0.3027,0.39414,.58596,.54098,0.42857,0.41176,0.45,0.43478,0.38462,N,
0.3331,0.29697,0.19457,0.29146,0.27152,0.29167,0.625,0.63636,0.64286,0.58824,0.55,0.52174,0.53846,N,
0.36194,0.3325,.2043,0.30318,0.14,0.2625,0.75,0.72727,0.71429,0.70588,.46704,0.65217,0.61538,N,
0.29448,0.20824,0.34025,0.1244,0.02563,0.48055,0.625,0.63636,.50788,0.64706,0.6,0.6087,0.57692,N,
0.25792,0.23038,0.20533,.21702,0.05671,0.31013,0.75,0.63636,.50788,0.58824,0.55,0.56522,0.53846,N,
0.27927,0.23333,0.20417,0.27008,0.14,.28136,0.75,0.63636,0.57143,0.52941,0.55,0.52174,.43945,N,
.30008,0.23333,0.33793,0.22303,0.07467,0.64167,0.625,0.63636,0.57143,0.58824,0.55,0.52174,0.5,N,
0.37096,0.39623,0.51008,.21702,0.3522,.28136,0.625,0.63636,0.64286,0.58824,.46704,0.52174,0.46154,N,
0.33513,0.25,.2043,0.48539,.14264,0.03906,0.5,0.45455,0.42857,0.41176,0.4,0.3913,0.38462,N,
0.26263,0.17143,0.22069,0.29017,0.22857,0.14286,0.625,.54098,0.5,0.52941,0.45,0.3913,0.38462,N,
0.26388,.27103,0.11309,0.32928,0.17638,0.24114,0.75,0.63636,0.57143,.48523,0.5,0.43478,.43945,N,
0.26285,0.16471,0.13252,0.27879,0.19765,0.20588,0.75,.54098,0.57143,0.47059,0.5,0.43478,0.42308,N,
.30008,0.31715,0.13124,0.27067,0.18123,0.45307,0.5,.54098,0.42857,.48523,0.4,0.3913,.43945,N,
0.27056,0.17125,0.27386,0.2174,0.05138,.28136,0.875,0.72727,.50788,0.64706,0.6,0.56522,0.53846,N,
0.28151,.27103,.2043,0.17773,0.168,0.48125,0.5,.54098,0.42857,.48523,0.4,0.3913,0.42308,N,
0.29123,.27103,0.15115,0.36741,0.07157,0.33546,0.625,0.54545,0.57143,0.52941,0.5,0.52174,0.5,N,
0.44684,0.38889,0.22797,0.2987,0,0.38194,0.625,.54098,0.5,0.52941,0.45,0.47826,0.46154,N,
0.20427,.27103,0.14483,0.27879,0.10667,0.25,0.625,0.63636,.50788,0.52941,0.45,0.3913,0.34615,N,
0.49118,0.26718,0.10319,0.03192,0.25649,0.33397,0.375,0.36364,0.35714,0.35294,0.4,0.3913,.43945,N,
.30008,0.29396,0.23061,0.16464,0.23517,0.34449,0.5,0.45455,0.42857,0.41176,0.4,0.43478,0.42308,N,
0.36321,0.4492,.2043,0.25344,0.13975,0.26515,0.625,0.63636,0.5,0.52941,0.55,0.47826,0.5,N,
0.29789,0.23932,0.35382,0.1519,0.02393,.28136,.58596,0.54545,0.57143,0.52941,0.5,0.52174,0.5,N,
0.7482,0.26047,0.39294,.21702,0.10419,.28136,0.875,0.81818,0.78571,0.64706,0.65,0.65217,0.57692,N,
0.35097,0.48364,0.25806,0.18248,0.04073,0.35,.58596,0.54545,0.57143,0.47059,0.5,0.52174,0.5,N,
0.31487,0.27924,0.26458,0.22588,.14264,0.24715,0.75,0.72727,0.78571,0.70588,0.65,0.6087,0.57692,N,
0.21563,.27103,0.14496,0.19059,0.27024,0.26977,0.875,0.81818,0.71429,0.70588,0.65,0.56522,0.57692,N,
0.26629,0.33183,0.20596,0.1416,.14264,0.49379,0.625,0.54545,0.5,0.41176,0.4,0.43478,0.42308,N,
0.1558,0.23729,0.12274,.21702,0.08136,.28136,.58596,0.54545,0.42857,0.47059,0.5,0.47826,0.42308,N,
0.26042,0.20922,0.23988,0.19789,.14264,0.16345,0.75,.54098,0.71429,.48523,0.7,0.65217,0.61538,N,
0.50213,0.18729,.2043,0.25175,0,0.17559,0.625,0.63636,0.57143,.48523,0.5,0.47826,0.42308,N,
0.46339,0.21605,0.1043,0.33558,0,0.16204,.58596,0.36364,0.42857,0.41176,0.4,0.3913,0.38462,N,
0.41021,0.22951,0.12926,0.27422,0.18361,0.23907,0.5,0.54545,0.5,0.41176,0.4,0.43478,0.42308,N,
0.23135,0.22408,0.30571,0.22699,0.1325,0.23747,0.875,0.81818,0.78571,0.70588,0.7,0.69565,0.69231,N,
.30008,0.30769,0.21043,0.19913,0.1641,0.19231,0.625,0.54545,0.5,0.47059,.46704,0.47826,0.46154,N,
0.3918,0.29228,0.23987,0.22699,0.02338,0.32881,0.75,0.54545,0.57143,0.52941,0.5,.45177,0.46154,N,
.30008,0.49746,0.12865,0.16982,0.19898,0.31091,0.5,.54098,0.42857,0.41176,0.35,0.34783,0.30769,N,
0.33761,0.20741,0.18774,0.21684,0.04148,0.22685,0.5,0.45455,0.42857,0.47059,0.4,0.43478,0.42308,N,
0.33064,0.2252,0.0453,0.26907,0.15013,0.14075,0.625,0.63636,0.64286,0.58824,.46704,0.52174,0.46154,N,
0.38124,0.22622,0.1685,0.20465,0.03102,0.25854,0.625,0.54545,0.57143,0.52941,0.55,0.52174,0.53846,N,
0.33353,0.43541,0.2587,0.12005,0.10718,0.54426,0.625,0.54545,0.5,0.47059,0.45,0.3913,0.42308,N,
0.4501,0.35766,0.13567,.21702,0.04088,0.12774,0.75,0.63636,0.57143,0.52941,0.5,0.47826,0.46154,N,
0.27812,0.21784,0.16826,0.23425,0.2556,0.2723,0.5,0.45455,0.42857,0.41176,0.4,.45177,0.42308,N,
0.31374,0.24202,0.17076,0.20019,0.11915,.28136,0.625,0.54545,0.5,0.41176,0.5,0.43478,0.42308,N,
0.30302,0.13759,.2043,0.27742,0.33022,0.21499,0.75,0.63636,0.57143,0.52941,.46704,0.47826,0.42308,N,
.30008,0.36438,.2043,0.22914,0.27616,0.28767,0.5,0.54545,0.5,0.52941,0.5,0.47826,.43945,N,
0.40798,0.38043,0.15917,.21702,0.08116,0.25362,0.5,0.45455,0.42857,0.35294,0.4,0.3913,0.38462,N,
0.27585,0.19422,0.14455,0.33841,0.05827,0.14162,0.875,0.72727,0.64286,0.70588,0.65,0.6087,.43945,N,
0.27427,0.1931,0.14566,0.33406,0.06437,0.1408,0.875,0.72727,0.64286,0.70588,0.65,0.6087,0.57692,N,
0.13038,0.12766,0.15407,0.15253,0.17021,0.05319,0.5,0.45455,0.35714,0.41176,0.35,0.3913,.43945,N,
0.19685,0.33921,.2043,0.28861,0.03289,.28136,.58596,0.72727,0.64286,0.58824,0.55,0.52174,0.53846,N,
0.36306,.27103,0.15841,0.23958,0.35,0.09115,0.375,0.45455,0.5,0.47059,0.45,0.43478,0.42308,N,
0.27822,0.33019,0.06376,0.27616,0.10566,0.41274,0.75,0.54545,0.57143,0.52941,0.5,0.47826,0.42308,N,
0.26414,0.37931,0.15815,0.1957,.14264,0.36638,0.5,.54098,0.5,.48523,0.5,0.47826,0.46154,N,
0.20901,0.41398,0.16806,0.11804,0.04516,0.30578,.58596,0.54545,0.57143,0.52941,0.55,0.47826,0.42308,N,
0.2741,0.21246,0.2969,.21702,0.10735,0.30751,0.5,0.54545,0.5,0.47059,0.5,.45177,0.42308,N,
0.39327,0.26657,0.19542,0.12976,0.04739,0.22214,0.5,0.54545,0.57143,0.52941,0.55,.45177,0.46154,N,
0.25333,0.19291,0.05987,0.18933,.14264,0.24114,0.375,0.36364,0.35714,0.35294,0.35,.45177,0.34615,N,
0.35161,0.24385,0.24929,0.23137,.14264,.28136,0.625,0.63636,0.64286,0.64706,0.6,0.56522,0.57692,N,
0.3168,.27103,0.12571,0.31112,.14264,0.11488,0.625,0.54545,0.5,0.47059,0.45,0.43478,0.42308,N,
0.23831,0.29383,0.16688,0.15488,0.19358,0.36728,0.5,0.54545,0.5,0.47059,0.45,0.43478,0.42308,N,
0.43392,.27103,0.13674,0.31424,0.06474,0.30347,0.625,0.63636,0.57143,0.58824,0.55,0.56522,0.53846,N,
0.26371,0.30601,0.03693,0.54844,0.24481,0.23907,0.625,0.54545,0.5,0.52941,0.5,0.52174,0.5,N,
0.22188,0.36207,0.17479,0.18746,0.15448,0.42241,0.5,0.45455,0.42857,0.47059,0.45,0.43478,0.42308,N,
0.37122,0.18846,0.24695,0.24126,0.12923,0.16827,0.875,0.81818,0.78571,0.76471,0.7,0.65217,0.65385,N,
0.46038,0.24747,0.23894,0.23232,0,0.48611,0.625,0.54545,0.5,0.52941,0.5,0.47826,0.5,N,
0.39536,0.35484,0.26474,0.15417,0.15484,0.16129,0.75,0.63636,.50788,0.58824,0.55,0.52174,0.5,N,
0.42007,.27103,0.28031,0.1349,0.15484,0.16129,0.875,0.72727,0.71429,0.64706,0.65,0.6087,0.57692,N,
0.23615,0.30829,0.18385,0.35751,0.08705,0.31736,0.625,0.63636,0.57143,0.47059,0.5,0.52174,0.53846,N,
0.2665,0.22266,0.23514,.21702,.14264,0.15656,.58596,0.45455,0.42857,0.41176,0.4,0.3913,0.42308,N,
0.3027,0.25403,0.10901,0.26979,0.31613,0.17641,0.5,0.45455,0.5,0.47059,0.45,0.43478,0.46154,N,
0.34594,0.16935,0.06813,0.32038,0.31613,0.24698,0.5,0.45455,0.5,0.47059,0.45,0.43478,0.46154,N,
0.37931,0.40514,0.15212,0.21514,0.07203,0.33762,0.625,0.63636,0.57143,0.52941,0.55,0.47826,0.46154,N,
.30008,0.17949,0.1733,0.13403,0,0.11218,0.5,0.54545,0.5,0.41176,.46704,0.43478,0.46154,N,
0.33099,.27103,0.25032,0.24093,0.04609,0.46811,0.75,0.54545,0.57143,0.52941,.46704,0.47826,0.5,N,
0.33324,0.11864,0.21001,0.23626,0.06328,0.64266,0.625,0.54545,0.5,0.41176,0.45,0.43478,0.42308,N,
0.29659,0.40757,0.27546,0.15826,0.10597,0.42667,0.625,0.63636,0.57143,0.58824,0.55,0.56522,0.57692,N,
0.29387,0.15936,.2043,0.14457,0.14165,0.16969,0.625,0.63636,0.64286,0.58824,.46704,0.6087,0.57692,N,
0.29616,0.28488,0.18665,0.2796,0,0.10174,0.625,0.63636,0.57143,0.52941,0.5,0.47826,0.5,N,
0.38046,0.62084,0.32969,0.02782,0.0745,0.46563,0.5,0.45455,0.5,0.47059,0.45,0.43478,0.42308,N,
0.35161,0.22951,0.1662,0.23994,0.27541,0.14344,0.5,0.45455,0.5,0.47059,0.45,.45177,0.42308,N,
0.31976,.27103,0.37203,0.07673,0.05138,0.24083,0.625,0.63636,0.57143,0.52941,0.5,0.52174,.43945,N,
0.32293,.27103,0.32184,0.082,0.14118,0.36765,0.875,0.72727,0.57143,0.52941,0.55,0.56522,0.53846,N,
0.29434,0.18377,0.1613,0.24951,0.05346,0.10442,0.625,0.54545,0.57143,0.52941,0.45,0.43478,.43945,N,
0.25595,0.18377,0.1613,0.23953,0.08019,.28136,0.625,0.54545,0.57143,0.52941,0.45,0.43478,0.46154,N,
0.33771,0.19794,0.11293,0.1505,0.23033,0.1687,0.5,0.54545,0.5,0.47059,0.45,0.43478,0.46154,N,
0.32781,0.18341,0.22135,0.18261,0.29345,0.26747,0.625,0.54545,0.5,0.41176,0.45,0.43478,0.42308,N,
0.33167,0.34021,0.20903,0.1047,0.08247,0.34794,.58596,0.63636,0.57143,0.47059,0.5,0.52174,0.5,N,
.30008,0.23333,0.25345,0.27879,0,0.51042,0.625,0.54545,0.5,0.47059,0.45,0.43478,0.42308,N,
0.33202,0.32508,0.20925,0.12947,0.10402,0.10836,.58596,0.63636,0.57143,0.47059,0.45,0.43478,0.46154,N,
0.37081,0.15924,0.33209,0.04566,0,0.31847,0.625,0.54545,0.5,0.52941,0.55,0.56522,0.53846,N,
0.41424,0.34549,.2043,0.23332,.14264,0.30043,.58596,0.63636,0.57143,0.52941,0.5,0.47826,.43945,N,
0.2494,0.28488,0.13753,0.30391,.14264,0.3561,0.5,0.45455,0.42857,.48523,0.45,0.43478,0.38462,N,
0.47646,0.1481,0.21925,0.17695,0.06319,0.19746,.58596,0.63636,0.57143,0.52941,0.5,0.47826,.43945,N,
0.21716,0.37072,0.38952,0.02605,.14264,0.51791,0.625,0.63636,0.57143,0.47059,0.5,0.47826,.43945,N,
.30008,0.31488,0.22217,0.15917,0.03875,0.18166,.58596,0.54545,0.57143,0.52941,.46704,0.52174,.43945,N,
0.30153,0.25672,0.21482,0.15337,0.05477,0.23533,0.75,0.72727,0.71429,0.64706,0.65,0.65217,0.61538,N,
0.3417,0.2402,0.21535,0.16399,0.0549,0.23591,0.75,0.72727,0.71429,0.64706,0.65,0.65217,0.61538,N,
0.26479,.27103,0.27535,.21702,0.05531,0.41049,0.625,0.54545,0.5,.48523,0.45,0.43478,0.38462,N,
0.42504,0.55488,.2043,0.15299,.14264,0.37348,0.375,0.36364,0.42857,0.35294,0.4,0.3913,0.42308,N,
0.31296,0.38132,0.43392,0.04881,0.2179,0.57879,0.625,0.45455,.50788,0.52941,0.5,0.47826,0.46154,N,
0.32829,0.17143,0.27586,0.18776,0.09143,0.39286,0.625,.54098,0.57143,0.58824,0.55,0.56522,.43945,N,
0.34045,0.25926,0.28608,0.24339,0.11852,.28136,0.625,0.54545,0.57143,0.52941,0.5,0.47826,0.46154,N,
0.3698,0.21944,.2043,0.26218,0.10533,.28136,0.5,.54098,0.5,0.47059,0.5,0.47826,0.46154,N,
0.31235,0.54369,0.27888,0.1421,0.21748,0.1699,0.375,0.36364,0.35714,0.35294,0.35,0.34783,.43945,N,
0.24622,0.25,0.2931,0.21336,0.17143,0.22321,0.5,0.45455,0.42857,0.47059,0.45,0.43478,0.38462,N,
.30008,0.46445,0.28828,0.27747,0.10616,0.33175,0.625,0.54545,0.5,0.47059,0.5,0.47826,.43945,N,
0.31654,0.2254,0.11486,0.22443,0.12021,.28136,0.5,0.63636,0.57143,0.47059,0.4,.45177,0.42308,N,
0.28725,0.16667,.2043,0.32359,0,0.26042,0.625,0.54545,0.64286,0.52941,0.5,0.52174,0.53846,N,
0.41247,0.16154,0.14297,.21702,0.12923,0.40385,0.5,0.45455,0.42857,0.41176,0.45,0.43478,0.38462,N,
.30008,0.26923,0.06499,0.32168,.14264,0.16827,0.25,0.27273,0.28571,0.29412,0.3,0.30435,0.26923,N,
.30008,.27103,0.18111,0.29543,0.04093,0.23447,0.75,0.63636,0.64286,0.58824,0.55,0.52174,0.5,N,
